Zini,MH,logAge,Mini,int_IMF,Mass,logL,logTe,logg,label,McoreTP,C_O,period0,period1,period2,period3,period4,pmode,Mloss,tau1m,X,Y,Xc,Xn,Xo,Cexcess,Z,mbolmag,Gmag,G_BPmag,G_RPmag,BP_RP
0.00039019,-1.6,10.07918,0.75,2.3998889087,0.749,0.125,3.8017,4.346,1,0.0,0.53,0.0,0.0,0.0,0.0,0.0,-1,-1.29e-13,0.0,0.8591,0.1406,4.587e-05,1.262e-05,0.0001153,-1.0,0.000273,4.456,17.086394585211274,17.320394585211275,16.688394585211274,0.6320000000000014
0.00039019,-1.6,10.07918,0.7548339367,2.4018355306,0.754,0.16,3.8036,4.321,1,0.0,0.53,0.0,0.0,0.0,0.0,0.0,-1,-1.44e-13,0.0,0.8601,0.1396,4.575e-05,1.259e-05,0.000115,-1.0,0.0002702,4.369,16.999394585211274,17.229394585211274,16.606394585211277,0.6229999999999976
0.00039019,-1.6,10.07918,0.7613895535,2.404430111,0.761,0.211,3.806,4.284,1,0.0,0.53,0.0,0.0,0.0,0.0,0.0,-1,-1.68e-13,0.0,0.8613,0.1384,4.56e-05,1.255e-05,0.0001148,-1.0,0.0002459,4.242,16.872394585211275,17.098394585211274,16.484394585211277,0.6139999999999972
0.00039019,-1.6,10.07918,0.7673881054,2.4067596052,0.767,0.261,3.8078,4.244,1,0.0,0.529,0.0,0.0,0.0,0.0,0.0,-1,-1.96e-13,0.0,0.8623,0.1374,4.55e-05,1.253e-05,0.0001146,-1.0,0.0002595,4.116,16.746394585211277,16.969394585211276,16.363394585211275,0.6060000000000016
0.00039019,-1.6,10.07918,0.7729759216,2.4088922293,0.772,0.311,3.8091,4.203,1,0.0,0.529,0.0,0.0,0.0,0.0,0.0,-1,-2.3e-13,0.0,0.8619,0.1378,4.572e-05,1.259e-05,0.0001152,-1.0,0.0002754,3.992,16.621394585211274,16.841394585211276,16.241394585211275,0.6000000000000014
0.00039019,-1.6,10.07918,0.7768041492,2.4103329462,0.776,0.347,3.8097,4.172,1,0.0,0.529,0.0,0.0,0.0,0.0,0.0,-1,-2.59e-13,0.0,0.8614,0.1383,4.593e-05,1.265e-05,0.0001157,-1.0,0.0002856,3.903,16.531394585211274,16.750394585211275,16.153394585211274,0.5970000000000013
0.00039019,-1.6,10.07918,0.7781973481,2.4108532194,0.777,0.361,3.8096,4.158,1,0.0,0.529,0.0,0.0,0.0,0.0,0.0,-1,-2.72e-13,0.0,0.8612,0.1386,4.602e-05,1.268e-05,0.000116,-1.0,0.0002875,3.867,16.494394585211275,16.713394585211276,16.116394585211275,0.5970000000000013
0.00039019,-1.6,10.07918,0.7836121321,2.4128551173,0.782,0.421,3.8082,4.095,1,0.0,0.529,0.0,0.0,0.0,0.0,0.0,-1,-3.32e-13,0.0,0.8603,0.1394,4.635e-05,1.277e-05,0.0001168,-1.0,0.0002955,3.718,16.344394585211276,16.564394585211275,15.963394585211276,0.6009999999999991
0.00039019,-1.6,10.07918,0.7877283096,2.4143557517,0.786,0.473,3.8051,4.033,1,0.0,0.529,0.0,0.0,0.0,0.0,0.0,-1,-4.02e-13,0.0,0.8596,0.1401,4.661e-05,1.284e-05,0.0001175,-1.0,0.0003014,3.587,16.211394585211274,16.437394585211276,15.825394585211274,0.6120000000000019
0.00039019,-1.6,10.07918,0.7884299159,2.4146097395,0.787,0.483,3.8043,4.02,1,0.0,0.529,0.0,0.0,0.0,0.0,0.0,-1,-4.19e-13,0.0,0.8595,0.1402,4.665e-05,1.285e-05,0.0001176,-1.0,0.0003023,3.562,16.187394585211276,16.413394585211275,15.799394585211274,0.6140000000000008
0.00039019,-1.6,10.07918,0.7891134024,2.4148566683,0.788,0.494,3.8032,4.006,1,0.0,0.529,0.0,0.0,0.0,0.0,0.0,-1,-4.37e-13,0.0,0.8594,0.1403,4.669e-05,1.286e-05,0.0001177,-1.0,0.0003033,3.536,16.160394585211275,16.388394585211273,15.770394585211275,0.6179999999999986
0.00039019,-1.6,10.07918,0.7914068103,2.4156816438,0.79,0.531,3.7983,3.95,2,0.0,0.529,0.0,0.0,0.0,0.0,0.0,-1,-5.04e-13,0.0,0.8591,0.1406,4.683e-05,1.29e-05,0.000118,-1.0,0.0003066,3.442,16.065394585211276,16.300394585211276,15.664394585211275,0.636000000000001
0.00039019,-1.6,10.07918,0.7931563854,2.4163073061,0.792,0.564,3.7926,3.895,2,0.0,0.529,0.0,0.0,0.0,0.0,0.0,-1,-5.79e-13,0.0,0.8585,0.1412,4.704e-05,1.296e-05,0.0001186,-1.0,0.0003091,3.36,15.981394585211275,16.226394585211274,15.569394585211274,0.657
0.00039019,-1.6,10.07918,0.7945235372,2.4167940057,0.793,0.594,3.7855,3.837,2,0.0,0.529,0.0,0.0,0.0,0.0,0.0,-1,-6.62e-13,0.0,0.8569,0.1428,4.758e-05,1.311e-05,0.0001199,-1.0,0.0003125,3.286,15.906394585211276,16.163394585211275,15.479394585211274,0.684000000000001
0.00039019,-1.6,10.07918,0.7956237793,2.4171842902,0.794,0.62,3.7782,3.783,2,0.0,0.53,0.0,0.0,0.0,0.0,0.0,-1,-7.48e-13,0.0,0.8443,0.1553,5.147e-05,1.416e-05,0.0001295,-1.0,0.0003151,3.221,15.841394585211276,16.110394585211274,15.398394585211275,0.7119999999999997
